,output
11475,"플로리스트 실무자 양성과정(상품제작+화훼장식기능사)
(06778) 서울특별시 서초구 강남대로18길 5 (양재동) 세한빌딩 4층 
02-577-8004
kofdesignflower@naver.com
1,203,360 원
총132시간"
11476,"전기기능사 자격증(실기)
(11670) 경기도 의정부시 신흥로258번길 35 (의정부동) 5층, 6층 7층 
031-836-0000
bukbu836@naver.com
575,400 원
총84시간"
11477,"요양보호사 자격 취득과정
(11670) 경기도 의정부시 신흥로258번길 35 (의정부동) 5층, 6층 7층 
031-836-0000
bukbu836@naver.com
575,400 원
총84시간"
11478,"[사무] 컴퓨터활용능력2급(필기+실기)
(61190) 광주광역시 북구 호동로 8-10 (중흥동) 1.2.3층 
062-266-6063
lsj9264@hanmail.net
480,000 원
총80시간"
11479,"실무 데이터 기반 반도체 소자/공정 엔지니어 융합과정
(06134) 서울특별시 강남구 강남대로92길 17 (역삼동) 5,8,9층 렛유인 
02-539-1779
letuin@naver.com
4,459,910 원
총455시간"
11480,"요양보호사 국가자격증 취득과정
(10909) 경기도 파주시 하우고개길 106-3 1층 
031-946-7808
jymgloryy@daum.com
720,000 원
총320시간"
11481,"실감콘텐츠 2D VFX 아티스트 양성과정
(07969) 서울특별시 양천구 목동중앙로13나길 3 (목동 한국전파진흥협회) 한국전파진흥협회 
02-317-6188
na0106k@rapa.or.kr
17,424,000 원
총960시간"
11482,"컴퓨터기초실무향상과정(윈도우,인터넷,한글,엑셀)
(41026) 대구광역시 동구 팔공로51길 15-5 (봉무동) 402호 
053-984-7571
netnet001@hanmail.net
600,000 원
총100시간"
11483,"의류제작 및 양장기능사 실기과정
(42660) 대구광역시 달서구 달구벌대로 1816 2층 서문직업전문학교 
053-625-7756
captain@e-sm.or.kr
1,655,000 원
총250시간"
11484,"굴착기+지게차 자격취득 실기(야간반)
(58028) 전라남도 순천시 양율길 166 (대룡동 순천중장비학원) 순천중장비학원 
061-745-8080
fly2034@hanmail.net
990,840 원
총105시간"
11486,"메이크업 자격증 취득과정(실기)
(58013) 전라남도 순천시 송산3길 5-5 (해룡면) 1층 , 2층 
061-726-0201
anne4095@naver.com
1,396,950 원
총185시간"
11487,"(야간)요양보호사자격증취득과정
(01447) 서울특별시 도봉구 도봉로 463-1 2층 
02-902-0605
hspark1588@hanmail.net
880,000 원
총320시간"
11488,"사무실무(ITQ 엑셀, 한글, 파워포인트 자격취득)과정
(22201) 인천광역시 미추홀구 소성로 20 (용현동) 2층 일부 및 3층 일부 
032-765-7956
bale_1@hanmail.net
480,000 원
총80시간"
11489,"굴착기,지게차운기능사 자격증 취득과정(이론+실기)
(34700) 대전광역시 동구 대종로 9-31 (대성동) 대한중장비운전학원(주) 
042-673-2003
daehan7111@hanmail.net
2,193,000 원
총300시간"
11490,"오토캐드(AutoCAD)를 활용한 도면설계 과정
(50629) 경상남도 양산시 양산역7길 10 (중부동 양산역프라자) 2층 
055-383-7260
midassang@naver.com
391,800 원
총60시간"
11491,"일식조리기능사 자격증 취득(이론+실기)
(51694) 경상남도 창원시 진해구 충장로 135-1 (여좌동) 2층 
055-551-0089
choe7888@naver.com
516,800 원
총68시간"
11492,"전기기능사 취득 (필기, 실기) 210
(02579) 서울특별시 동대문구 왕산로9길 8 (용두동 충호빌딩) 401호, 703호 
02-2275-2589
gosb38@daum.net
1,438,500 원
총210시간"
11493,"2D설계도면(오토캐드,AutoCAD)입문
(50962) 경상남도 김해시 분성로 174 (외동) 6층 
055-724-1650
tjoeungh@naver.com
235,080 원
총36시간"
11494,"요양보호사 자격 취득과정 [야간]
(44979) 울산광역시 울주군 연안1길 3 상가 203호 
052-238-2322
rohki@daum.net
792,000 원
총320시간"
11495,"전기(산업)기사핵심필기반
(51376) 경상남도 창원시 의창구 의창대로62번길 2 (팔용동 동영오피스) 801호, 802호 
055-298-8444
jyu777@naver.com
1,233,000 원
총180시간"
11496,"컴퓨터활용능력 2급(필기, 실기) 자격취득과정
(51302) 경상남도 창원시 마산회원구 3·15대로 701 (석전동 동진빌딩) 5층 일부, 6층 일부 
055-232-0838
kky7199@naver.com
360,000 원
총60시간"
11497,"컴퓨터활용능력 1급 필기/실기 자격취득
(35241) 대전광역시 서구 둔산로 134 (둔산동 아베스빌딩) 501호 
042-489-5788
hyosung-10@hanmail.net
888,000 원
총148시간"
11498,"[중장년]컴퓨터기초부터활용까지-한글,엑셀,파워포인트,윈도우,인터넷(완성)
(41423) 대구광역시 북구 학정로 435 (동천동) (3층, 동천동) 
053-323-7824
kig213@naver.com
838,800 원
총120시간"
11499,"프렌치 & 가든플라워 양성과정B
(06044) 서울특별시 강남구 강남대로132길 11 (논현동 성지빌딩) 1층, 2층 
02-540-5436
hyeins7@naver.com
674,560 원
총72시간"
11500,"커피바리스타입문과정(2급+홈카페마스터)
(135935) 서울특별시 강남구 테헤란로4길 38-5 혜정빌딩 2층 아이엠바리스타 커피학원 
02-6959-7901
smchoi0804@gmail.com
924,000 원
총120시간"
11501,"심화_생성형 Ai를 활용한 인공지능개발자 부트캠프
(08506) 서울특별시 금천구 가산디지털2로 108 (가산동 뉴티캐슬) 212,213호 
02-552-8565
office@addinedu.com
5,097,490 원
총349시간"
11502,"미용사(헤어)자격증 취득 S
(10497) 경기도 고양시 덕양구 화정로 47 (화정동 동원텔) 401-2호 403호(분교: 경기도 고양시 일산동구 정발산로 43-20 212호, 213호) 
031-966-6653
vmedu@naver.com
1,999,230 원
총300시간"
11503,"요양보호사 자격 취득과정B(신규자)
(46974) 부산광역시 사상구 사상로163번길 20 2층 
051-928-0508
ojedu58@naver.com
880,000 원
총320시간"
11505,"자바(JAVA)를 활용한 어플리케이션 개발(프로그래밍)기초
(561180) 전북 전주시 덕진구 금암동 667-52번지 B L 4층 
063-276-2381
dntjswjd@naver.com
258,180 원
총39시간"
11506,"산모신생아 건강관리사 양성과정 (경력자)_[복사]
(16978) 경기도 용인시 기흥구 강남동로 6 그랜드프라자705호 
070-4401-1004
nourrimom2@naver.com
258,400 원
총40시간"
11507,"PCB 설계실무(입문)
(18401) 경기도 화성시 경기대로 1054 (진안동) 태광빌딩 302호 
031-223-5440
yoonwang@daum.net
400,000 원
총35시간"
11508,"온라인 쇼핑몰 구축 및 운영 + 홍보물 제작
(07995) 서울특별시 양천구 목동서로 225 (목동 대한민국예술인센터) 20층 
02-2655-3005
shane357@naver.com
967,400 원
총140시간"
11509,"바리스타 통합과정 (2급+1급+핸드드립+라떼아트+SCA 파운+인터)
(21972) 인천광역시 연수구 앵고개로 250 (동춘동 연수메디칼빌딩) 7층(703,704,706호) 
032-822-2223
krabi_academy@naver.com
1,099,560 원
총136시간"
11510,"컴퓨터활용능력1급_실기(엑셀&액세스)_39H
(14637) 경기도 부천시 부일로 448 (심곡동 프리존 빌딩) 404,405호 
032-719-4055
inno@innohrd.com
234,000 원
총39시간"
11511,"라떼아트 마스터 과정
(41581) 대구광역시 북구 칠성남로 172 2층 
053-341-8210
bfywin@naver.com
569,800 원
총68시간"
11512,"미용사(일반) 헤어국가자격증 취득 과정
(31772) 충청남도 당진시 시청1로 84 3층 
041-354-6604
hyo0691@gmail.com
1,811,600 원
총280시간"
11513,"요양보호사 자격증 취득과정(신규자)1
(158859) 서울특별시 양천구 중앙로 294 명성빌딩 301호 
02-2644-3340
juj8845@naver.com
896,000 원
총320시간"
11514,"컴퓨터활용능력 2급(실기) 자격증 취득과정
(31110) 충청남도 천안시 서북구 성정두정로 12 (성정동 두정메트로존) 5층 (주)세일직업전문학교 
041-523-7611
kyl0910@naver.com
252,000 원
총42시간"
11515,"라떼아트 향상과정
(14912) 경기도 시흥시 대야동 비둘기공원7길 51(대명프라자) 6층 601~606호, 7층 701호 
031-313-0474
sh@shwomen.or.kr
240,000 원
총27시간"
11516,"요양보호사양성과정 자격증 취득과정(신규반)
(22186) 인천광역시 미추홀구 아암대로 57 (용현동 항마스타타워) 항마스타타워 401호(용현동) 
070-7865-2033
namgu6060@hanmail.net
880,000 원
총320시간"
11517,"요양보호사 자격 취득과정(신규자,A-2)
(55008) 전라북도 전주시 덕진구 견훤로 279 4층 
063-246-1160
nzjin202@naver.com
880,000 원
총320시간"
11518,"빅데이터 분석 기반의 ICT산업 풀스텍 개발자
(48059) 부산광역시 해운대구 센텀중앙로 48 (우동 에이스하이테크21) 501호, 502호, 503호 
051-781-5052
dongwon8@hanmail.net
6,196,320 원
총720시간"
11519,"법률사무원 취업과정(변호사사무실, 법무사사무실, 법무팀등)속성반
(04985) 서울특별시 광진구 천호대로 562 402호 
02-6384-4989
a1auction@naver.com
501,750 원
총75시간"
11520,"반려견스타일리스트3급자격증과정
(16489) 경기도 수원시 팔달구 인계로138번길 25 302호(인계동) 
031-890-3548
hyunkilhk@naver.com
2,912,800 원
총440시간"
11521,"제빵기능사 자격증 취득과정 (이론+실기)
(54629) 전라북도 익산시 보석로 94 애림직업전문학교 
063-855-4438
spb007@naver.com
816,000 원
총120시간"
11522,"시각디자인(포토샵, 일러스트, GTQ, GTQi) 자격취득
(16455) 경기도 수원시 팔달구 덕영대로 899 (매산로1가 세진브론즈빌) 301호,305~310호,314호,315호 
031-253-5225
mbcsw01@naver.com
505,800 원
총90시간"
11523,"185시간만에 끝내는 직업상담사2급 자격증 취득
(07995) 서울특별시 양천구 목동서로 225 (목동 대한민국예술인센터) 20층 
02-2655-3005
shane357@naver.com
1,195,100 원
총185시간"
11524,"실내건축설계 캐드(Auto CAD), 스케치업(Sketch UP) 실내건축설계
(31123) 충청남도 천안시 동남구 신부동 만남로 6(CARAT21) 캐럿상가 3층 303호, 305호 
041-417-2110
gj-green@naver.com
1,909,600 원
총280시간"
11525,"지게차운전자격증취득(실기양성훈련)
(44690) 울산광역시 남구 돋질로 81 (신정동) (2층,3층,지하) / (실습장) 울산광역시 울주군 웅촌면 웅촌로 557-20(실습실) 
052-275-3003
ysjeon1025@naver.com
322,200 원
총45시간"
11526,"남성 커트 펌 응용과정
(06095) 서울특별시 강남구 삼성로 605 4층 
02-546-0150
suinbeauty1@naver.com
717,600 원
총80시간"
11527,"전기기능사 취득과정(실기)
(17918) 경기도 평택시 통복로 36 (통복동) 강림직업전문학교 
031-652-0666
klit2011@naver.com
616,500 원
총90시간"
11528,"전산회계(1급2급),컴활2급(필기,실기),ERP회계2급자격취득
(54546) 전라북도 익산시 무왕로15길 1 (영등동) 3층 
063-917-0506
iksan_computer@naver.com
1,574,400 원
총240시간"
11529,"SNS 광고 영상을 위한 프리미어+에프터이펙트(페이스북, 인스타그램, 유튜브, 숏폼)
(15360) 경기도 안산시 단원구 고잔2길 41 (고잔동 신양복합빌딩) 405~407호, 502호 
031-405-1255
ansan@himedia.co.kr
397,200 원
총60시간"
11530,"건축설계(SketchUP)
(62347) 광주광역시 광산구 사암로 288-1 542-6번지 2층 지오캐드그래픽학원 
062-714-3111
jiocg3111@naver.com
613,800 원
총90시간"
11531,"(회계감사) 전산회계2급, 전산회계1급 자격증 취득과정
(44705) 울산광역시 남구 삼산중로100번길 26 (삼산동) KM 빌딩 1.2.3.4층 
052-716-3199
dmc4u@nate.com
590,400 원
총90시간"
11532,"[컴활1급]컴퓨터활용능력1급 필기&실기(엑셀,엑세스)OA실무 및 자격증-B
(15361) 경기도 안산시 단원구 중앙대로 921 (고잔동 동서코아) 3층 안산 그린컴퓨터아카데미 
031-8044-2111
yeong1523@naver.com
900,000 원
총150시간"
11533,"제과제빵기능사 자격증 취득과정(이론+실기)
(51329) 경상남도 창원시 마산합포구 삼호로 49 (산호동) 이건빌딩 6층, 601호 
055-221-0955
machang0955@naver.com
1,360,000 원
총200시간"
11534,"양식조리기능사 취득과정(실기)
(50629) 경상남도 양산시 양산역1길 24 (중부동 영동프라자) 7층 703호 
055-363-3100
hanjh5033@hanmail.net
460,400 원
총54시간"
11535,"소방설비(산업)기사 _전기분야_필기
(44648) 울산광역시 남구 거마로5번길 7 2층 
070-8197-1119
topelec0119@naver.com
491,520 원
총72시간"
11536,"포토샵 & 일러스트 기초
(614853) 부산광역시 부산진구 중앙대로 900 6층,7층 양정인력개발센터 
051-851-7887
edu89@hanmail.net
624,000 원
총100시간"
11537,"국가자격증 요양보호사 취득 과정
(11438) 경기도 양주시 평화로1570번길 13 2층 
031-857-0127
jeongsookha@naver.com
840,000 원
총320시간"
11538,"[캐드디자인](Auto CAD)캐드 실무
(62276) 광주광역시 광산구 첨단중앙로 96 LC타워 3층 309호 
062-971-1114
kjca1114@nate.com
409,200 원
총60시간"
11539,"왁싱(제모)과정
(10111) 경기도 김포시 사우중로74번길 29 (사우동 시그마프라자) 4층,5층 
031-988-2510
kbeauty@naver.com
310,560 원
총48시간"
11540,"라떼아트 <상급>
(10387) 경기도 고양시 일산서구 주화로 84 (주엽동) 501호 (남수프라자) 
031-904-1078
gyca@coffeero.net
308,000 원
총28시간"
11541,"캐드(autocad)기초반D
(16455) 경기도 수원시 팔달구 매산로 15 (매산로1가) 3층(매산로1가 47-4) 
031-244-6886
ttang-e@hanmail.net
327,360 원
총48시간"
11542,"실내건축설계디자인[캐드(CAD),스케치업]
(08288) 서울특별시 구로구 새말로 97 (구로동 신도림테크노마트) 6층 일부 
02-2111-2000
vucaleader@naver.com
1,227,600 원
총180시간"
11543,"한식조리기능사자격취득(실기)과정
(12217) 경기도 남양주시 경춘로 1299 가남빌딩4층401호 
031-559-5253
dasancook@naver.com
592,800 원
총78시간"
11544,"전기(산업)기사 필기(정규반)
(42620) 대구광역시 달서구 이곡동로 56 (이곡동) 3층, 4층 
053-710-8988
tk-dasan@naver.com
1,356,300 원
총198시간"
11545,"파이썬(Python) 실무기초 스타트 과정
(16471) 경기도 수원시 팔달구 중부대로 100 (인계동) 풍림빌딩 신관 3층, 4층 일부 
031-239-5855
humanec031@naver.com
258,180 원
총39시간"
11546,"전기(산업)기사필기[격일]
(41206) 대구광역시 동구 아양로 6 (신암동) 대구시 동구 아양로 6번지(2층,3층) /대구시 동구 송라로 158번지(4층,5층) 
053-955-0177
daehane1@hanmail.net
1,463,300 원
총198시간"
11547,"애견미용3급자격증과정
(11651) 경기도 의정부시 신흥로232번길 5-8 (의정부동) 3층(의정부동) 
031-821-2066
hcl67@hanmail.net
2,912,800 원
총440시간"
11548,"지게차자격취득과정
(44695) 울산광역시 남구 돋질로 174 (달동) 2, 3층(본교, 이론교육장) 
052-256-8255
yunkumsuk@nate.com
572,800 원
총80시간"
11549,"케이크디자인실무(아이싱,레터링,데코레이션)
(16488) 경기도 수원시 팔달구 효원로 303 (인계동 삼호파크타워) 406호 일부, 407~408호 
031-547-9545
y0225y@hanmail.net
450,000 원
총42시간"
11550,"지중배전 향상교육
(28220) 충청북도 청주시 흥덕구 오송생명8로 9 (오송읍) 한국전기공사협회 
043-711-4257
kau0927@keca.or.kr
2,061,211 원
총37시간"
11551,"교육기획 및 운영실무
(03170) 서울특별시 종로구 새문안로5가길 32 (적선동 한국생산성본부) 한국생산성본부 
02-724-1132
ysukim@kpc.or.kr
640,000 원
총18시간"
11552,"24년 전자제품설치관리 향상과정 (B2C 가전IT)
(16522) 경기도 수원시 영통구 삼성로 290 (원천동 삼성전자(주)CS아카데미) 삼성전자로지텍(주) Logistics Academy 
031-8014-9906
mg0428.shin@samsung.com
255,500 원
총35시간"
11553,"우주항공산업에서 사용되는 케이블과 와이어하네스 조립기술 및 국제표준
(08389) 서울특별시 구로구 디지털로30길 28 (구로동 마리오타워) 3층 303호 (주)솔더링기술그룹 
02-2135-3003
itcinkorea@hanmail.net
1,130,230 원
총25시간"
11554,"인사실무 ABC 과정
(137818) 서울특별시 서초구 동작대로 50 (방배동.대일빌딩4층) 
02-6925-0047
admin@insadream.com
450,000 원
총16시간"
11555,"지중송전일반전기원3급 양성
(11517) 경기도 양주시 권율로1253번길 97-50 (백석읍) 대한전기협회 부설 전력기술교육원 
02-2223-3778
hgpark@kea.kr
3,330,000 원
총200시간"
